ChannelID,ChannelName,UserChannelID,ChannelURL,TimeShift,TimeShiftLength,ChannelSDP,TimeShiftURL,ChannelType,IsHDChannel,PreviewEnable,ChannelPurchased,ChannelLocked,ChannelLogURL,PositionX,PositionY,BeginTime,Interval,Lasting,ActionType,FCCEnable,ChannelFCCIP,ChannelFCCPort,ChannelFECPort
"20000079","CCTV-6HD","46","rtp://238.200.200.65:5540","1","7200","rtp://238.200.200.65:5540","http://10.223.3.189/PLTV/88888888/224/3221225863/10000100000000060000000001067916_0.smil/index.m3u8?fmt=ts2hls&rrsip=10.223.5.36&zoneoffset=480&servicetype=2&icpid=shlt&limitflux=-1&limitdur=-1&tenantId=8601&GuardEncType=2&accountinfo=%7E%7EV2.0%7EbO0fYjDeQnjO0qSFdhCBlg%7E-NRBKqJPdnxqADZD8VbpoXil9ZAXP3uL2btehsePHQeGS4Hhhp6qJvqmc86pQJE0wWVIDsWGWl6v-MbUP27Am9WWWcOCr-jhz3292vq00eA%7EExtInfo24S_eFPZ-q3aI4rQpB83xQ%3A20250507053245%2C10500002582512%2C223.167.150.80%2C20250507053245%2CUmai%3ACHAN%2F1369030%40BESTV.SMG.SMG%2C10001000243847%2C-1%2C0%2C1%2C%2C%2C7%2C%2C%2C%2C4%2C%2C10000100000000060000000001067916_0%2CEND&VIP=null","1","1","0","1","0","","","","0","","","1","3","","","5539"
"20000278","CCTV-7HD","47","rtp://238.200.200.237:5540","1","7200","rtp://238.200.200.237:5540","http://10.223.3.189/PLTV/88888888/224/3221225887/10000100000000060000000001558688_0.smil/index.m3u8?fmt=ts2hls&rrsip=10.223.5.36&zoneoffset=480&servicetype=2&icpid=shlt&limitflux=-1&limitdur=-1&tenantId=8601&GuardEncType=2&accountinfo=%7E%7EV2.0%7EQbEOD1JoghPkBu2yz5lrGg%7E-NRBKqJPdnxqADZD8VbpoXil9ZAXP3uL2btehsePHQeGS4Hhhp6qJvqmc86pQJE0wWVIDsWGWl6v-MbUP27Am9WWWcOCr-jhz3292vq00eA%7EExtInfo24S_eFPZ-q3aI4rQpB83xQ%3A20250507053245%2C10500002582512%2C223.167.150.80%2C20250507053245%2CUmai%3ACHAN%2F5000038%40BESTV.SMG.SMG%2C10001000243847%2C-1%2C0%2C1%2C%2C%2C7%2C%2C%2C%2C4%2C%2C10000100000000060000000001558688_0%2CEND&VIP=null","1","1","0","1","0","","","","0","","","1","3","","","5539"
"20000172","CCTV-8HD","48","rtp://238.200.200.66:5540","1","7200","rtp://238.200.200.66:5540","http://10.223.3.189/PLTV/88888888/224/3221225864/10000100000000060000000001067917_0.smil/index.m3u8?fmt=ts2hls&rrsip=10.223.5.36&zoneoffset=480&servicetype=2&icpid=shlt&limitflux=-1&limitdur=-1&tenantId=8601&GuardEncType=2&accountinfo=%7E%7EV2.0%7ElblRKJ8q-fboZNXAZTvPUw%7E-NRBKqJPdnxqADZD8VbpoXil9ZAXP3uL2btehsePHQeGS4Hhhp6qJvqmc86pQJE0wWVIDsWGWl6v-MbUP27Am9WWWcOCr-jhz3292vq00eA%7EExtInfo24S_eFPZ-q3aI4rQpB83xQ%3A20250507053245%2C10500002582512%2C223.167.150.80%2C20250507053245%2CUmai%3ACHAN%2F1369033%40BESTV.SMG.SMG%2C10001000243847%2C-1%2C0%2C1%2C%2C%2C7%2C%2C%2C%2C4%2C%2C10000100000000060000000001067917_0%2CEND&VIP=null","1","1","0","1","0","","","","0","","","1","3","","","5539"
"20000272","CCTV-9HD","49","rtp://238.200.200.238:5540","1","7200","rtp://238.200.200.238:5540","http://10.223.3.189/PLTV/88888888/224/3221225888/10000100000000060000000001558690_0.smil/index.m3u8?fmt=ts2hls&rrsip=10.223.5.36&zoneoffset=480&servicetype=2&icpid=shlt&limitflux=-1&limitdur=-1&tenantId=8601&GuardEncType=2&accountinfo=%7E%7EV2.0%7ElIFk5UBGNL0Z0AeIX8Ngaw%7E-NRBKqJPdnxqADZD8VbpoXil9ZAXP3uL2btehsePHQeGS4Hhhp6qJvqmc86pQJE0wWVIDsWGWl6v-MbUP27Am9WWWcOCr-jhz3292vq00eA%7EExtInfo24S_eFPZ-q3aI4rQpB83xQ%3A20250507053245%2C10500002582512%2C223.167.150.80%2C20250507053245%2CUmai%3ACHAN%2F5000039%40BESTV.SMG.SMG%2C10001000243847%2C-1%2C0%2C1%2C%2C%2C7%2C%2C%2C%2C4%2C%2C10000100000000060000000001558690_0%2CEND&VIP=null","1","1","0","1","0","","","","0","","","1","3","","","5539"
"20000280","CCTV-10HD","50","rtp://238.200.200.239:5540","1","7200","rtp://238.200.200.239:5540","http://10.223.3.189/PLTV/88888888/224/3221225889/10000100000000060000000001558694_0.smil/index.m3u8?fmt=ts2hls&rrsip=10.223.5.36&zoneoffset=480&servicetype=2&icpid=shlt&limitflux=-1&limitdur=-1&tenantId=8601&GuardEncType=2&accountinfo=%7E%7EV2.0%7EFANsBYaOPuTDUbCegU-HhQ%7E-NRBKqJPdnxqADZD8VbpoXil9ZAXP3uL2btehsePHQeGS4Hhhp6qJvqmc86pQJE0wWVIDsWGWl6v-MbUP27Am9WWWcOCr-jhz3292vq00eA%7EExtInfo24S_eFPZ-q3aI4rQpB83xQ%3A20250507053245%2C10500002582512%2C223.167.150.80%2C20250507053245%2CUmai%3ACHAN%2F3949784%40BESTV.SMG.SMG%2C10001000243847%2C-1%2C0%2C1%2C%2C%2C7%2C%2C%2C%2C4%2C%2C10000100000000060000000001558694_0%2CEND&VIP=null","1","1","0","1","0","","","","0","","","1","3","","","5539"
"20000213","CCTV-11HD","51","rtp://238.200.200.57:5540","1","7200","rtp://238.200.200.57:5540","http://10.223.3.189/PLTV/88888888/224/3221226034/10000100000000060000000002233116_0.smil/index.m3u8?fmt=ts2hls&rrsip=10.223.5.36&zoneoffset=480&servicetype=2&icpid=shlt&limitflux=-1&limitdur=-1&tenantId=8601&GuardEncType=2&accountinfo=%7E%7EV2.0%7EA6hklJAD8C9JusrDd6NZGw%7E-NRBKqJPdnxqADZD8VbpoXil9ZAXP3uL2btehsePHQeGS4Hhhp6qJvqmc86pQJE0wWVIDsWGWl6v-MbUP27Am9WWWcOCr-jhz3292vq00eA%7EExtInfo24S_eFPZ-q3aI4rQpB83xQ%3A20250507053245%2C10500002582512%2C223.167.150.80%2C20250507053245%2CUmai%3ACHAN%2F6000053%40BESTV.SMG.SMG%2C10001000243847%2C-1%2C0%2C1%2C%2C%2C7%2C%2C%2C%2C4%2C%2C10000100000000060000000002233116_0%2CEND&VIP=null","1","1","0","1","0","","","","0","","","1","0","","","0"
"20000279","CCTV-12HD","52","rtp://238.200.200.240:5540","1","7200","rtp://238.200.200.240:5540","http://10.223.3.189/PLTV/88888888/224/3221225890/10000100000000060000000001558689_0.smil/index.m3u8?fmt=ts2hls&rrsip=10.223.5.36&zoneoffset=480&servicetype=2&icpid=shlt&limitflux=-1&limitdur=-1&tenantId=8601&GuardEncType=2&accountinfo=%7E%7EV2.0%7ECy8NhSOk_F4cTMPiRan7pA%7E-NRBKqJPdnxqADZD8VbpoXil9ZAXP3uL2btehsePHQeGS4Hhhp6qJvqmc86pQJE0wWVIDsWGWl6v-MbUP27Am9WWWcOCr-jhz3292vq00eA%7EExtInfo24S_eFPZ-q3aI4rQpB83xQ%3A20250507053245%2C10500002582512%2C223.167.150.80%2C20250507053245%2CUmai%3ACHAN%2F5000040%40BESTV.SMG.SMG%2C10001000243847%2C-1%2C0%2C1%2C%2C%2C7%2C%2C%2C%2C4%2C%2C10000100000000060000000001558689_0%2CEND&VIP=null","1","1","0","1","0","","","","0","","","1","3","","","5539"
"20000233","CCTV-13HD","53","rtp://238.200.200.58:5540","1","7200","rtp://238.200.200.58:5540","http://10.223.3.189/PLTV/88888888/224/3221226036/10000100000000060000000002233161_0.smil/index.m3u8?fmt=ts2hls&rrsip=10.223.5.36&zoneoffset=480&servicetype=2&icpid=shlt&limitflux=-1&limitdur=-1&tenantId=8601&GuardEncType=2&accountinfo=%7E%7EV2.0%7E5CZkpMoZ31LlinuWzPwp9A%7E-NRBKqJPdnxqADZD8VbpoXil9ZAXP3uL2btehsePHQeGS4Hhhp6qJvqmc86pQJE0wWVIDsWGWl6v-MbUP27Am9WWWcOCr-jhz3292vq00eA%7EExtInfo24S_eFPZ-q3aI4rQpB83xQ%3A20250507053245%2C10500002582512%2C223.167.150.80%2C20250507053245%2CUmai%3ACHAN%2F6000054%40BESTV.SMG.SMG%2C10001000243847%2C-1%2C0%2C1%2C%2C%2C7%2C%2C%2C%2C4%2C%2C10000100000000060000000002233161_0%2CEND&VIP=null","1","1","0","1","0","","","","0","","","1","0","","","0"
"20000273","CCTV-14HD","54","rtp://238.200.200.241:5540","1","7200","rtp://238.200.200.241:5540","http://10.223.3.189/PLTV/88888888/224/3221225891/10000100000000060000000001558693_0.smil/index.m3u8?fmt=ts2hls&rrsip=10.223.5.36&zoneoffset=480&servicetype=2&icpid=shlt&limitflux=-1&limitdur=-1&tenantId=8601&GuardEncType=2&accountinfo=%7E%7EV2.0%7ECVi0CxP380okcUsSL6sMSQ%7E-NRBKqJPdnxqADZD8VbpoXil9ZAXP3uL2btehsePHQeGS4Hhhp6qJvqmc86pQJE0wWVIDsWGWl6v-MbUP27Am9WWWcOCr-jhz3292vq00eA%7EExtInfo24S_eFPZ-q3aI4rQpB83xQ%3A20250507053245%2C10500002582512%2C223.167.150.80%2C20250507053245%2CUmai%3ACHAN%2F3949788%40BESTV.SMG.SMG%2C10001000243847%2C-1%2C0%2C1%2C%2C%2C7%2C%2C%2C%2C4%2C%2C10000100000000060000000001558693_0%2CEND&VIP=null","1","1","0","1","0","","","","0","","","1","3","","","5539"
"20000215","CCTV-15HD","55","rtp://238.200.200.59:5540","1","7200","rtp://238.200.200.59:5540","http://10.223.3.189/PLTV/88888888/224/3221226035/10000100000000060000000002233162_0.smil/index.m3u8?fmt=ts2hls&rrsip=10.223.5.36&zoneoffset=480&servicetype=2&icpid=shlt&limitflux=-1&limitdur=-1&tenantId=8601&GuardEncType=2&accountinfo=%7E%7EV2.0%7EOj_dD5Fl_2zkibVZIDn6Ig%7E-NRBKqJPdnxqADZD8VbpoXil9ZAXP3uL2btehsePHQeGS4Hhhp6qJvqmc86pQJE0wWVIDsWGWl6v-MbUP27Am9WWWcOCr-jhz3292vq00eA%7EExtInfo24S_eFPZ-q3aI4rQpB83xQ%3A20250507053245%2C10500002582512%2C223.167.150.80%2C20250507053245%2CUmai%3ACHAN%2F6000055%40BESTV.SMG.SMG%2C10001000243847%2C-1%2C0%2C1%2C%2C%2C7%2C%2C%2C%2C4%2C%2C10000100000000060000000002233162_0%2CEND&VIP=null","1","1","0","1","0","","","","0","","","1","0","","","0"
"20000274","CCTV-17HD","57","rtp://238.200.200.242:5540","1","7200","rtp://238.200.200.242:5540","http://10.223.3.189/PLTV/88888888/224/3221225892/10000100000000060000000001558692_0.smil/index.m3u8?fmt=ts2hls&rrsip=10.223.5.36&zoneoffset=480&servicetype=2&icpid=shlt&limitflux=-1&limitdur=-1&tenantId=8601&GuardEncType=2&accountinfo=%7E%7EV2.0%7ELUyTo-TPEVpOnHp8dZ3GbA%7E-NRBKqJPdnxqADZD8VbpoXil9ZAXP3uL2btehsePHQeGS4Hhhp6qJvqmc86pQJE0wWVIDsWGWl6v-MbUP27Am9WWWcOCr-jhz3292vq00eA%7EExtInfo24S_eFPZ-q3aI4rQpB83xQ%3A20250507053245%2C10500002582512%2C223.167.150.80%2C20250507053245%2CUmai%3ACHAN%2F5000041%40BESTV.SMG.SMG%2C10001000243847%2C-1%2C0%2C1%2C%2C%2C7%2C%2C%2C%2C4%2C%2C10000100000000060000000001558692_0%2CEND&VIP=null","1","2","0","1","0","","","","0","","","1","3","","","5539"
"466824915","CCTV-4K","58","rtp://238.200.200.92:5540","1","7200","rtp://238.200.200.92:5540","http://10.223.3.189/PLTV/88888888/224/3221226071/466911348.smil/index.m3u8?fmt=ts2hls&rrsip=10.223.5.36&zoneoffset=480&servicetype=2&icpid=shlt&limitflux=-1&limitdur=-1&tenantId=8601&GuardEncType=2&accountinfo=%7E%7EV2.0%7EpFq4lIQggmKrG-RsGKduvA%7E-NRBKqJPdnxqADZD8VbpoXil9ZAXP3uL2btehsePHQeGS4Hhhp6qJvqmc86pQJE0wWVIDsWGWl6v-MbUP27Am9WWWcOCr-jhz3292vq00eA%7EExtInfo24S_eFPZ-q3aI4rQpB83xQ%3A20250507053245%2C10500002582512%2C223.167.150.80%2C20250507053245%2C20000035000000051319536975687680%2C10001000243847%2C-1%2C0%2C1%2C%2C%2C7%2C%2C%2C%2C4%2C%2C466911348%2CEND&VIP=null","1","1","0","1","0","","","","0","","","1","0","","","0"
"20000029","CGTN","60","rtp://238.200.200.118:5540","1","7200","rtp://238.200.200.118:5540","http://10.223.3.189/PLTV/88888888/224/3221225652/10000100000000060000000000012463_0.smil/index.m3u8?fmt=ts2hls&rrsip=10.223.5.36&zoneoffset=480&servicetype=2&icpid=shlt&limitflux=-1&limitdur=-1&tenantId=8601&GuardEncType=2&accountinfo=%7E%7EV2.0%7EA-5GIYsrbJQWqWx6r_8O1Q%7E-NRBKqJPdnxqADZD8VbpoXil9ZAXP3uL2btehsePHQeGS4Hhhp6qJvqmc86pQJE0wWVIDsWGWl6v-MbUP27Am9WWWcOCr-jhz3292vq00eA%7EExtInfo24S_eFPZ-q3aI4rQpB83xQ%3A20250507053245%2C10500002582512%2C223.167.150.80%2C20250507053245%2CUmai%3ACHAN%2F1354%40BESTV.SMG.SMG%2C10001000243847%2C-1%2C0%2C1%2C%2C%2C7%2C%2C%2C%2C4%2C%2C10000100000000060000000000012463_0%2CEND&VIP=null","1","1","0","1","0","","","","0","","","1","3","","","5539"
"20000064","游戏风云","62","rtp://238.200.200.110:5540","1","7200","rtp://238.200.200.110:5540","http://10.223.3.189/PLTV/88888888/224/3221225638/10000100000000060000000000012455_0.smil/index.m3u8?fmt=ts2hls&rrsip=10.223.5.36&zoneoffset=480&servicetype=2&icpid=shlt&limitflux=-1&limitdur=-1&tenantId=8601&GuardEncType=2&accountinfo=%7E%7EV2.0%7EoUwUiZvPSKiWNXmwkRVJeQ%7E-NRBKqJPdnxqADZD8VbpoXil9ZAXP3uL2btehsePHQeGS4Hhhp6qJvqmc86pQJE0wWVIDsWGWl6v-MbUP27Am9WWWcOCr-jhz3292vq00eA%7EExtInfo24S_eFPZ-q3aI4rQpB83xQ%3A20250507053245%2C10500002582512%2C223.167.150.80%2C20250507053245%2CUmai%3ACHAN%2F1377%40BESTV.SMG.SMG%2C10001000243847%2C-1%2C0%2C1%2C%2C%2C7%2C%2C%2C%2C4%2C%2C10000100000000060000000000012455_0%2CEND&VIP=null","1","1","1","1","0","","","","0","","","1","3","","","5539"
"20000040","生活时尚","65","rtp://238.200.200.183:5540","1","7200","rtp://238.200.200.183:5540","http://10.223.3.189/PLTV/88888888/224/3221225629/10000100000000060000000000012790_0.smil/index.m3u8?fmt=ts2hls&rrsip=10.223.5.36&zoneoffset=480&servicetype=2&icpid=shlt&limitflux=-1&limitdur=-1&tenantId=8601&GuardEncType=2&accountinfo=%7E%7EV2.0%7ECMzlPkB8m8WBzUITRwfkKw%7E-NRBKqJPdnxqADZD8VbpoXil9ZAXP3uL2btehsePHQeGS4Hhhp6qJvqmc86pQJE0wWVIDsWGWl6v-MbUP27Am9WWWcOCr-jhz3292vq00eA%7EExtInfo24S_eFPZ-q3aI4rQpB83xQ%3A20250507053245%2C10500002582512%2C223.167.150.80%2C20250507053245%2CUmai%3ACHAN%2F1313%40BESTV.SMG.SMG%2C10001000243847%2C-1%2C0%2C1%2C%2C%2C7%2C%2C%2C%2C4%2C%2C10000100000000060000000000012790_0%2CEND&VIP=null","1","1","1","1","0","","","","0","","","1","3","","","5539"
"20000023","乐游","66","rtp://238.200.200.180:5540","1","7200","rtp://238.200.200.180:5540","http://10.223.3.189/PLTV/88888888/224/3221225631/10000100000000060000000000012532_0.smil/index.m3u8?fmt=ts2hls&rrsip=10.223.5.36&zoneoffset=480&servicetype=2&icpid=shlt&limitflux=-1&limitdur=-1&tenantId=8601&GuardEncType=2&accountinfo=%7E%7EV2.0%7Eh5Fsvf3rbDs8fDKl7deAuw%7E-NRBKqJPdnxqADZD8VbpoXil9ZAXP3uL2btehsePHQeGS4Hhhp6qJvqmc86pQJE0wWVIDsWGWl6v-MbUP27Am9WWWcOCr-jhz3292vq00eA%7EExtInfo24S_eFPZ-q3aI4rQpB83xQ%3A20250507053245%2C10500002582512%2C223.167.150.80%2C20250507053245%2CUmai%3ACHAN%2F1372%40BESTV.SMG.SMG%2C10001000243847%2C-1%2C0%2C1%2C%2C%2C7%2C%2C%2C%2C4%2C%2C10000100000000060000000000012532_0%2CEND&VIP=null","1","1","1","1","0","","","","0","","","1","3","","","5539"
"20000041","动漫秀场","68","rtp://238.200.200.184:5540","1","7200","rtp://238.200.200.184:5540","http://10.223.3.189/PLTV/88888888/224/3221225628/10000100000000060000000000012534_0.smil/index.m3u8?fmt=ts2hls&rrsip=10.223.5.36&zoneoffset=480&servicetype=2&icpid=shlt&limitflux=-1&limitdur=-1&tenantId=8601&GuardEncType=2&accountinfo=%7E%7EV2.0%7ETgFXd18zNkplECTPLDO4-A%7E-NRBKqJPdnxqADZD8VbpoXil9ZAXP3uL2btehsePHQeGS4Hhhp6qJvqmc86pQJE0wWVIDsWGWl6v-MbUP27Am9WWWcOCr-jhz3292vq00eA%7EExtInfo24S_eFPZ-q3aI4rQpB83xQ%3A20250507053245%2C10500002582512%2C223.167.150.80%2C20250507053245%2CUmai%3ACHAN%2F1370%40BESTV.SMG.SMG%2C10001000243847%2C-1%2C0%2C1%2C%2C%2C7%2C%2C%2C%2C4%2C%2C10000100000000060000000000012534_0%2CEND&VIP=null","1","1","1","1","0","","","","0","","","1","3","","","5539"
"20000021","都市剧场","69","rtp://238.200.200.177:5540","1","7200","rtp://238.200.200.177:5540","http://10.223.3.189/PLTV/88888888/224/3221225637/10000100000000060000000000012525_0.smil/index.m3u8?fmt=ts2hls&rrsip=10.223.5.36&zoneoffset=480&servicetype=2&icpid=shlt&limitflux=-1&limitdur=-1&tenantId=8601&GuardEncType=2&accountinfo=%7E%7EV2.0%7EaBxljBoca33s9GYLwnTo2Q%7E-NRBKqJPdnxqADZD8VbpoXil9ZAXP3uL2btehsePHQeGS4Hhhp6qJvqmc86pQJE0wWVIDsWGWl6v-MbUP27Am9WWWcOCr-jhz3292vq00eA%7EExtInfo24S_eFPZ-q3aI4rQpB83xQ%3A20250507053245%2C10500002582512%2C223.167.150.80%2C20250507053245%2CUmai%3ACHAN%2F1366%40BESTV.SMG.SMG%2C10001000243847%2C-1%2C0%2C1%2C%2C%2C7%2C%2C%2C%2C4%2C%2C10000100000000060000000000012525_0%2CEND&VIP=null","1","1","1","1","0","","","","0","","","1","3","","","5539"
"20000214","东方财经HD","72","rtp://238.200.200.36:5540","1","7200","rtp://238.200.200.36:5540","http://10.223.3.189/PLTV/88888888/224/3221226033/10000100000000060000000002233115_0.smil/index.m3u8?fmt=ts2hls&rrsip=10.223.5.36&zoneoffset=480&servicetype=2&icpid=shlt&limitflux=-1&limitdur=-1&tenantId=8601&GuardEncType=2&accountinfo=%7E%7EV2.0%7EsNMAOXzA8fXQKImqcaaAYw%7E-NRBKqJPdnxqADZD8VbpoXil9ZAXP3uL2btehsePHQeGS4Hhhp6qJvqmc86pQJE0wWVIDsWGWl6v-MbUP27Am9WWWcOCr-jhz3292vq00eA%7EExtInfo24S_eFPZ-q3aI4rQpB83xQ%3A20250507053245%2C10500002582512%2C223.167.150.80%2C20250507053245%2CUmai%3ACHAN%2F6880079%40BESTV.SMG.SMG%2C10001000243847%2C-1%2C0%2C1%2C%2C%2C7%2C%2C%2C%2C4%2C%2C10000100000000060000000002233115_0%2CEND&VIP=null","1","1","0","1","0","","","","0","","","1","0","","","0"
"20000268","财富天下","81","rtp://238.200.200.230:5540","1","7200","rtp://238.200.200.230:5540","http://10.223.3.189/PLTV/88888888/224/3221225880/10000100000000060000000001558307_0.smil/index.m3u8?fmt=ts2hls&rrsip=10.223.5.36&zoneoffset=480&servicetype=2&icpid=shlt&limitflux=-1&limitdur=-1&tenantId=8601&GuardEncType=2&accountinfo=%7E%7EV2.0%7EDBXtrVNtlsEYmzZyqT-c8g%7E-NRBKqJPdnxqADZD8VbpoXil9ZAXP3uL2btehsePHQeGS4Hhhp6qJvqmc86pQJE0wWVIDsWGWl6v-MbUP27Am9WWWcOCr-jhz3292vq00eA%7EExtInfo24S_eFPZ-q3aI4rQpB83xQ%3A20250507053245%2C10500002582512%2C223.167.150.80%2C20250507053245%2CUmai%3ACHAN%2F5000047%40BESTV.SMG.SMG%2C10001000243847%2C-1%2C0%2C1%2C%2C%2C7%2C%2C%2C%2C4%2C%2C10000100000000060000000001558307_0%2CEND&VIP=null","1","2","0","1","0","","","","0","","","1","3","","","5539"
"20000069","北京卫视HD","91","rtp://238.200.200.137:5540","1","7200","rtp://238.200.200.137:5540","http://10.223.3.189/PLTV/88888888/224/3221225684/10000100000000060000000000012484_0.smil/index.m3u8?fmt=ts2hls&rrsip=10.223.5.36&zoneoffset=480&servicetype=2&icpid=shlt&limitflux=-1&limitdur=-1&tenantId=8601&GuardEncType=2&accountinfo=%7E%7EV2.0%7EO6WJVnJ0rmGSDirQceW_2Q%7E-NRBKqJPdnxqADZD8VbpoXil9ZAXP3uL2btehsePHQeGS4Hhhp6qJvqmc86pQJE0wWVIDsWGWl6v-MbUP27Am9WWWcOCr-jhz3292vq00eA%7EExtInfo24S_eFPZ-q3aI4rQpB83xQ%3A20250507053245%2C10500002582512%2C223.167.150.80%2C20250507053245%2CUmai%3ACHAN%2F181361%40BESTV.SMG.SMG%2C10001000243847%2C-1%2C0%2C1%2C%2C%2C7%2C%2C%2C%2C4%2C%2C10000100000000060000000000012484_0%2CEND&VIP=null","1","1","1","1","0","","","","0","","","1","3","","","5539"
"20000034","江苏卫视HD","92","rtp://238.200.200.135:5540","1","7200","rtp://238.200.200.135:5540","http://10.223.3.189/PLTV/88888888/224/3221225686/10000100000000060000000000012480_0.smil/index.m3u8?fmt=ts2hls&rrsip=10.223.5.36&zoneoffset=480&servicetype=2&icpid=shlt&limitflux=-1&limitdur=-1&tenantId=8601&GuardEncType=2&accountinfo=%7E%7EV2.0%7EkDPnCLQe3-znDgIV3zrDYw%7E-NRBKqJPdnxqADZD8VbpoXil9ZAXP3uL2btehsePHQeGS4Hhhp6qJvqmc86pQJE0wWVIDsWGWl6v-MbUP27Am9WWWcOCr-jhz3292vq00eA%7EExtInfo24S_eFPZ-q3aI4rQpB83xQ%3A20250507053245%2C10500002582512%2C223.167.150.80%2C20250507053245%2CUmai%3ACHAN%2F111129%40BESTV.SMG.SMG%2C10001000243847%2C-1%2C0%2C1%2C%2C%2C7%2C%2C%2C%2C4%2C%2C10000100000000060000000000012480_0%2CEND&VIP=null","1","1","1","1","0","","","","0","","","1","3","","","5539"
"20000033","浙江卫视HD","93","rtp://238.200.200.134:5540","1","7200","rtp://238.200.200.134:5540","http://10.223.3.189/PLTV/88888888/224/3221225687/10000100000000060000000000012479_0.smil/index.m3u8?fmt=ts2hls&rrsip=10.223.5.36&zoneoffset=480&servicetype=2&icpid=shlt&limitflux=-1&limitdur=-1&tenantId=8601&GuardEncType=2&accountinfo=%7E%7EV2.0%7E_MLqpTHliL15S9AyE1t0nA%7E-NRBKqJPdnxqADZD8VbpoXil9ZAXP3uL2btehsePHQeGS4Hhhp6qJvqmc86pQJE0wWVIDsWGWl6v-MbUP27Am9WWWcOCr-jhz3292vq00eA%7EExtInfo24S_eFPZ-q3aI4rQpB83xQ%3A20250507053245%2C10500002582512%2C223.167.150.80%2C20250507053245%2CUmai%3ACHAN%2F111130%40BESTV.SMG.SMG%2C10001000243847%2C-1%2C0%2C1%2C%2C%2C7%2C%2C%2C%2C4%2C%2C10000100000000060000000000012479_0%2CEND&VIP=null","1","1","1","1","0","","","","0","","","1","3","","","5539"
"20000006","湖南卫视HD","94","rtp://238.200.200.136:5540","1","7200","rtp://238.200.200.136:5540","http://10.223.3.189/PLTV/88888888/224/3221225685/10000100000000060000000000012483_0.smil/index.m3u8?fmt=ts2hls&rrsip=10.223.5.36&zoneoffset=480&servicetype=2&icpid=shlt&limitflux=-1&limitdur=-1&tenantId=8601&GuardEncType=2&accountinfo=%7E%7EV2.0%7E56V5TkueA7dU3RqeLWr8eg%7E-NRBKqJPdnxqADZD8VbpoXil9ZAXP3uL2btehsePHQeGS4Hhhp6qJvqmc86pQJE0wWVIDsWGWl6v-MbUP27Am9WWWcOCr-jhz3292vq00eA%7EExtInfo24S_eFPZ-q3aI4rQpB83xQ%3A20250507053245%2C10500002582512%2C223.167.150.80%2C20250507053245%2CUmai%3ACHAN%2F181358%40BESTV.SMG.SMG%2C10001000243847%2C-1%2C0%2C1%2C%2C%2C7%2C%2C%2C%2C4%2C%2C10000100000000060000000000012483_0%2CEND&VIP=null","1","1","1","1","0","","","","0","","","1","3","","","5539"
"20000049","山东卫视HD","95","rtp://238.200.200.141:5540","1","7200","rtp://238.200.200.141:5540","http://10.223.3.189/PLTV/88888888/224/3221225679/10000100000000060000000000012491_0.smil/index.m3u8?fmt=ts2hls&rrsip=10.223.5.36&zoneoffset=480&servicetype=2&icpid=shlt&limitflux=-1&limitdur=-1&tenantId=8601&GuardEncType=2&accountinfo=%7E%7EV2.0%7EgoF7kV_7DtN-0aDO4XF6Sg%7E-NRBKqJPdnxqADZD8VbpoXil9ZAXP3uL2btehsePHQeGS4Hhhp6qJvqmc86pQJE0wWVIDsWGWl6v-MbUP27Am9WWWcOCr-jhz3292vq00eA%7EExtInfo24S_eFPZ-q3aI4rQpB83xQ%3A20250507053245%2C10500002582512%2C223.167.150.80%2C20250507053245%2CUmai%3ACHAN%2F911992%40BESTV.SMG.SMG%2C10001000243847%2C-1%2C0%2C1%2C%2C%2C7%2C%2C%2C%2C4%2C%2C10000100000000060000000000012491_0%2CEND&VIP=null","1","1","1","1","0","","","","0","","","1","3","","","5539"
"20000062","黑龙江卫视HD","96","rtp://238.200.200.140:5540","1","7200","rtp://238.200.200.140:5540","http://10.223.3.189/PLTV/88888888/224/3221225682/10000100000000060000000000012488_0.smil/index.m3u8?fmt=ts2hls&rrsip=10.223.5.36&zoneoffset=480&servicetype=2&icpid=shlt&limitflux=-1&limitdur=-1&tenantId=8601&GuardEncType=2&accountinfo=%7E%7EV2.0%7ET4XnK_rYF6o6nhGcIVaymw%7E-NRBKqJPdnxqADZD8VbpoXil9ZAXP3uL2btehsePHQeGS4Hhhp6qJvqmc86pQJE0wWVIDsWGWl6v-MbUP27Am9WWWcOCr-jhz3292vq00eA%7EExtInfo24S_eFPZ-q3aI4rQpB83xQ%3A20250507053245%2C10500002582512%2C223.167.150.80%2C20250507053245%2CUmai%3ACHAN%2F181356%40BESTV.SMG.SMG%2C10001000243847%2C-1%2C0%2C1%2C%2C%2C7%2C%2C%2C%2C4%2C%2C10000100000000060000000000012488_0%2CEND&VIP=null","1","1","1","1","0","","","","0","","","1","3","","","5539"
